location,region,location_uk,location_ru,eng_oblast,eng_region,location_en,location_en_ru,russian_new
Степне,Сумська область,Ступінь,Степень,Sumy Oblast,Sumy Region,Stepne,Stepen,Степень
Ступки,Сумська область,Ступка,Ступка,Sumy Oblast,Sumy Region,Stupky,Stupka,Ступка
Супруни,Сумська область,Супруни,Супруни,Sumy Oblast,Sumy Region,Supruny,Supruni,Супруни
Ситники,Сумська область,Ситник,Сытник,Sumy Oblast,Sumy Region,Sytnyky,Sytnik,Сытник
Топчіі,Сумська область,Топчіі,Топчии,Sumy Oblast,Sumy Region,Topchii,Topchii,Топчии
Тригуби,Сумська область,Тригуби,Тригубы,Sumy Oblast,Sumy Region,Tryhuby,Triguby,Тригубы
Валки,Сумська область,Валки,Валки,Sumy Oblast,Sumy Region,Valky,Valki,Валки
Василівка,Сумська область,Василівка,Васильевка,Sumy Oblast,Sumy Region,Vasylivka,Vasilevka,Васильевка
Великі Луки,Сумська область,Великі Луки,Великие Луки,Sumy Oblast,Sumy Region,Velyki Luky,Velikie Luki,Великие Луки
Великий Вистороп,Сумська область,Великий Вистороп,Великий Выстороп,Sumy Oblast,Sumy Region,Velykyi Vystorop,Velikiy Vystorop,Великий Выстороп
Верхнє,Сумська область,Верхнє,Верхнее,Sumy Oblast,Sumy Region,Verkhnie,Verkhnee,Верхнее
Вершина,Сумська область,Вершина,Вершина,Sumy Oblast,Sumy Region,Vershyna,Vershina,Вершина
Влізки,Сумська область,Влізки,Влезки,Sumy Oblast,Sumy Region,Vlizky,Vlezki,Влезки
Яроші,Сумська область,Яроші,Яроши,Sumy Oblast,Sumy Region,Yaroshi,Yaroshi,Яроши
Забуги,Сумська область,Забуги,Забуги,Sumy Oblast,Sumy Region,Zabuhy,Zabugi,Забуги
Зеленый Гай,Сумська область,Зелений Гай,Зеленый Гай,Sumy Oblast,Sumy Region,Zelenyi Hai,Zelenyy Gay,Зеленый Гай
Антоненкове,Сумська область,Антоненкове,Антоненкове,Sumy Oblast,Sumy Region,Antonenkove,Antonenkove,Антоненкове
Аршуки,Сумська область,Аршуки,Аршуки,Sumy Oblast,Sumy Region,Arshuky,Arshuki,Аршуки
Беєве,Сумська область,Беєве,Беєве,Sumy Oblast,Sumy Region,Beieve,Beєve,Беево
Беєве-Комуна,Сумська область,Беєве-Комуна,Беєве-Комуна,Sumy Oblast,Sumy Region,Beieve-Komuna,Beєve-Komuna,Беево-Комуна
Берестівка,Сумська область,Берестівка,Берестовка,Sumy Oblast,Sumy Region,Berestivka,Berestovka,Берестовка
Бугаївка,Сумська область,Бугаївка,Бугаевка,Sumy Oblast,Sumy Region,Buhaivka,Bugaevka,Бугаевка
Бухалове,Сумська область,Бухалове,Бухалово,Sumy Oblast,Sumy Region,Bukhalove,Bukhalovo,Бухалово
Червона Долина,Сумська область,Червона Долина,Красная Долина,Sumy Oblast,Sumy Region,Chervona Dolyna,Krasnaya Dolina,Красная Долина
Червоногірка,Сумська область,Червоногірка,Червоногірка,Sumy Oblast,Sumy Region,Chervonohirka,Chervonogіrka,Червоногорка
Чирвине,Сумська область,Чирвине,Чирвине,Sumy Oblast,Sumy Region,Chyrvyne,Chirvine,Чирвине
Довга Лука,Сумська область,Довга Лука,Длинная Лука,Sumy Oblast,Sumy Region,Dovha Luka,Dlinnaya Luka,Довга Лука
Довжик,Сумська область,Довжик,Довжик,Sumy Oblast,Sumy Region,Dovzhyk,Dovzhik,Довжик
Галаєвець,Сумська область,Галаєвець,Галаєвець,Sumy Oblast,Sumy Region,Halaievets,Galaєvets,Галаевец
Грабщина,Сумська область,Грабщина,Грабщина,Sumy Oblast,Sumy Region,Hrabshchyna,Grabshchina,Грабщина
Греки,Сумська область,Грек,Грек,Sumy Oblast,Sumy Region,Hreky,Grek,Грек
Гришки,Сумська область,Гришки,Гришки,Sumy Oblast,Sumy Region,Hryshky,Grishki,Гришки
Іванівка,Сумська область,Іванівка,Ивановка,Sumy Oblast,Sumy Region,Ivanivka,Ivanovka,Ивановка
Калінінське,Сумська область,Калінінське,Калининское,Sumy Oblast,Sumy Region,Kalininske,Kalininskoe,Калининское
Капустинці,Сумська область,Капустинці,Капустинцы,Sumy Oblast,Sumy Region,Kapustyntsi,Kapustintsy,Капустинцы
Карпці,Сумська область,Карпці,Карпцы,Sumy Oblast,Sumy Region,Karptsi,Karptsy,Карпцы
Клюси,Сумська область,Клюси,Клюсы,Sumy Oblast,Sumy Region,Kliusy,Klyusy,Клюсы
Коцупіївка,Сумська область,Коцупіївка,Коцупіївка,Sumy Oblast,Sumy Region,Kotsupiivka,Kotsupіїvka,Коцупиевка
Колісники,Сумська область,Колісники,Колесники,Sumy Oblast,Sumy Region,Kolisnyky,Kolesniki,Колесники
Коломійцева Долина,Сумська область,Коломійцева Долина,Коломийцева Долина,Sumy Oblast,Sumy Region,Kolomiitseva Dolyna,Kolomiytseva Dolina,Коломийцева Долина
Колядинець,Сумська область,Колядинець,Колядинець,Sumy Oblast,Sumy Region,Koliadynets,Kolyadinets,Колядинец
Костяни,Сумська область,Костяни,Костяни,Sumy Oblast,Sumy Region,Kostiany,Kostyani,Костяни
Куплеваха,Сумська область,Куплеваха,Куплеваха,Sumy Oblast,Sumy Region,Kuplevakha,Kuplevakha,Куплеваха
Кимличка,Сумська область,Кимличка,Кимличка,Sumy Oblast,Sumy Region,Kymlychka,Kimlichka,Кимличка
Легуші,Сумська область,Легировщик,Легировщик,Sumy Oblast,Sumy Region,Lehushi,Legirovshchik,Легировщик
Лучка,Сумська область,Лучок,Лучок,Sumy Oblast,Sumy Region,Luchka,Luchok,Лучок
Липівка,Сумська область,Липівка,Липовка,Sumy Oblast,Sumy Region,Lypivka,Lipovka,Липовка
Липівське,Сумська область,Липівське,Липовское,Sumy Oblast,Sumy Region,Lypivske,Lipovskoe,Липовское
Липова Долина,Сумська область,Липова Долина,Липовая Долина,Sumy Oblast,Sumy Region,Lypova Dolyna,Lipovaya Dolina,Липовая Долина
Макіївське,Сумська область,Макіївське,Макеевское,Sumy Oblast,Sumy Region,Makiivske,Makeevskoe,Макеевское
Мельникове,Сумська область,Мельникове,Мельниково,Sumy Oblast,Sumy Region,Melnykove,Melnikovo,Мельниково
Московське,Сумська область,Московське,Московское,Sumy Oblast,Sumy Region,Moskovske,Moskovskoe,Московское
Нестеренки,Сумська область,Нестеренки,Нестеренки,Sumy Oblast,Sumy Region,Nesterenky,Nesterenki,Нестеренки
Новосеменівка,Сумська область,Новосеменівка,Новосеменівка,Sumy Oblast,Sumy Region,Novosemenivka,Novosemenіvka,Новосеменовка
Олещенкове,Сумська область,Олещенкове,Олещенково,Sumy Oblast,Sumy Region,Oleshchenkove,Oleshchenkovo,Олещенково
Панасівка,Сумська область,Панасівка,Панасовка,Sumy Oblast,Sumy Region,Panasivka,Panasovka,Панасовка
Підставки,Сумська область,Підставки,Подставки,Sumy Oblast,Sumy Region,Pidstavky,Podstavki,Подставки
Побиванка,Сумська область,Побиванка,Побиванка,Sumy Oblast,Sumy Region,Pobyvanka,Pobivanka,Побиванка
Поділки,Сумська область,Поділки,Деления,Sumy Oblast,Sumy Region,Podilky,Deleniya,Подолки
Потопиха,Сумська область,Потопиха,Потопиха,Sumy Oblast,Sumy Region,Potopykha,Potopikha,Потопиха
Рудоман,Сумська область,Рудоман,Рудоман,Sumy Oblast,Sumy Region,Rudoman,Rudoman,Рудоман
Русанівка,Сумська область,Русанівка,Русановка,Sumy Oblast,Sumy Region,Rusanivka,Rusanovka,Русановка
Саї,Сумська область,Саї,Саи,Sumy Oblast,Sumy Region,Sai,Sai,Саи
Столярове,Сумська область,Столярове,Столярово,Sumy Oblast,Sumy Region,Stoliarove,Stolyarovo,Столярово
Стягайлівка,Сумська область,Стягайлівка,Стягайловка,Sumy Oblast,Sumy Region,Stiahailivka,Styagaylovka,Стягайловка
Синівка,Сумська область,Синівка,Синівка,Sumy Oblast,Sumy Region,Synivka,Sinіvka,Синовка
Тарасенки,Сумська область,Тарасенки,Тарасенки,Sumy Oblast,Sumy Region,Tarasenky,Tarasenki,Тарасенки
Товсте,Сумська область,Товсте,Толстое,Sumy Oblast,Sumy Region,Tovste,Tolstoe,Толстое
Велика Лука,Сумська область,Велика Лука,Велика Лука,Sumy Oblast,Sumy Region,Velyka Luka,Velika Luka,Велика Лука
Великий Ліс,Сумська область,Великий Ліс,Великий Лес,Sumy Oblast,Sumy Region,Velykyi Lis,Velikiy Les,Великий Лес
Весела Долина,Сумська область,Весела Долина,Весела Долина,Sumy Oblast,Sumy Region,Vesela Dolyna,Vesela Dolina,Весела Долина
Воропаї,Сумська область,Воропаї,Воропаи,Sumy Oblast,Sumy Region,Voropai,Voropai,Воропаи
Вовкове,Сумська область,Вовкове,Вовкове,Sumy Oblast,Sumy Region,Vovkove,Vovkove,Вовкове
Яганівка,Сумська область,Яганівка,Ягановка,Sumy Oblast,Sumy Region,Yahanivka,Yaganovka,Ягановка
Яловий Окіп,Сумська область,Яловий Окіп,Яловый Окоп,Sumy Oblast,Sumy Region,Yalovyi Okip,Yalovyy Okop,Яловый Окоп
Яснопільщина,Сумська область,Яснопільщина,Яснопольщина,Sumy Oblast,Sumy Region,Yasnopilshchyna,Yasnopolshchina,Яснопольщина
Глухів,Сумська область,Глухів,Глухов,Sumy Oblast,Sumy Region,Hlukhiv,Glukhov,Глухов
Сліпород,Сумська область,Сліпород,Слепород,Sumy Oblast,Sumy Region,Sliporod,Sleporod,Слепород
Комсомольська Комуна,Сумська область,Комсомольська Комуна,Комсомольская Коммуна,Sumy Oblast,Sumy Region,Komsomolska Komuna,Komsomolskaya Kommuna,Комсомольская Коммуна
Конотоп,Сумська область,Конотоп,Конотоп,Sumy Oblast,Sumy Region,Konotop,Konotop,Конотоп
Лобківка,Сумська область,Лобківка,Лобковка,Sumy Oblast,Sumy Region,Lobkivka,Lobkovka,Лобковка
Підлипне,Сумська область,Підлипне,Підлипне,Sumy Oblast,Sumy Region,Pidlypne,Pіdlipne,Подлипное
Куданівка,Сумська область,Куданівка,Кудановка,Sumy Oblast,Sumy Region,Kudanivka,Kudanovka,Кудановка
Лебедин,Сумська область,Лебедин,Лебедин,Sumy Oblast,Sumy Region,Lebedyn,Lebedin,Лебедин
Токари,Сумська область,Токар,Токарь,Sumy Oblast,Sumy Region,Tokary,Tokar,Токарь
Охтирка,Сумська область,Охтирка,Ахтырка,Sumy Oblast,Sumy Region,Okhtyrka,Akhtyrka,Ахтырка
Пристань,Сумська область,Пристань,Пристань,Sumy Oblast,Sumy Region,Prystan,Pristan,Пристань
Велике Озеро,Сумська область,Велике Озеро,Большое Озеро,Sumy Oblast,Sumy Region,Velyke Ozero,Bolshoe Ozero,Великое Озеро
Залужани,Сумська область,Залужани,Залужане,Sumy Oblast,Sumy Region,Zaluzhany,Zaluzhane,Залужане
Колісникове,Сумська область,Колісникове,Колесниково,Sumy Oblast,Sumy Region,Kolisnykove,Kolesnikovo,Колесниково
Лучки,Сумська область,Лучок,Лучок,Sumy Oblast,Sumy Region,Luchky,Luchok,Лучок
Ромны,Сумська область,Ромни,Ромны,Sumy Oblast,Sumy Region,Romny,Romny,Ромны
Шостка,Сумська область,Шостка,Шостка,Sumy Oblast,Sumy Region,Shostka,Shostka,Шостка
Кирияківщина,Сумська область,Кирияківщина,Кирияковщина,Sumy Oblast,Sumy Region,Kyryiakivshchyna,Kiriyakovshchina,Кирияковщина
Сумы,Сумська область,Суми,Сумы,Sumy Oblast,Sumy Region,Sumy,Sumy,Сумы
Верхнє Піщане,Сумська область,Верхнє Піщане,Верхнее Песчаное,Sumy Oblast,Sumy Region,Verkhnie Pishchane,Verkhnee Peschanoe,Верхнее Песчаное
Загірське,Сумська область,Загірське,Загорское,Sumy Oblast,Sumy Region,Zahirske,Zagorskoe,Загорское
Баба,Сумська область,Баба,Баба,Sumy Oblast,Sumy Region,Baba,Baba,Баба
Бабакове,Сумська область,Бабакове,Бабакове,Sumy Oblast,Sumy Region,Babakove,Babakove,Бабакове
Баранове,Сумська область,Баранове,Бараново,Sumy Oblast,Sumy Region,Baranove,Baranovo,Бараново
Березняки,Сумська область,Березняк,Березняк,Sumy Oblast,Sumy Region,Berezniaky,Bereznyak,Березняк
Берізки,Сумська область,Берізки,Березки,Sumy Oblast,Sumy Region,Berizky,Berezki,Березки
Беседівка,Сумська область,Беседівка,Беседівка,Sumy Oblast,Sumy Region,Besedivka,Besedіvka,Беседовка
Білоярське,Сумська область,Білоярське,Белоярское,Sumy Oblast,Sumy Region,Biloiarske,Beloyarskoe,Белоярское
Біж,Сумська область,Біж,Бег,Sumy Oblast,Sumy Region,Bizh,Beg,Биж
Бороданове,Сумська область,Бороданове,Бороданове,Sumy Oblast,Sumy Region,Borodanove,Borodanove,Бороданове
Бродок,Сумська область,Бродок,Бродок,Sumy Oblast,Sumy Region,Brodok,Brodok,Бродок
Чемоданівка,Сумська область,Чемоданівка,Чемодановка,Sumy Oblast,Sumy Region,Chemodanivka,Chemodanovka,Чемодановка
Черці,Сумська область,Черці,Монахи,Sumy Oblast,Sumy Region,Chertsi,Monakhi,Черцы
Цибуленки,Сумська область,Цибуленки,Цибуленки,Sumy Oblast,Sumy Region,Tsybulenky,Tsibulenki,Цибуленка
Дараганове,Сумська область,Дараганове,Дараганове,Sumy Oblast,Sumy Region,Darahanove,Daraganove,Дараганы
Деркачівка,Сумська область,Деркачівка,Деркачівка,Sumy Oblast,Sumy Region,Derkachivka,Derkachіvka,Деркачевка
Дігтярівка,Сумська область,Дігтярівка,Дігтярівка,Sumy Oblast,Sumy Region,Dihtiarivka,Dіgtyarіvka,Дегтяревка
Дігтярка,Сумська область,Дігтярка,Дегтярка,Sumy Oblast,Sumy Region,Dihtiarka,Degtyarka,Дегтярка
Дремове,Сумська область,Дремове,Дремове,Sumy Oblast,Sumy Region,Dremove,Dremove,Дремове
Фартушине,Сумська область,Фартушине,Фартушино,Sumy Oblast,Sumy Region,Fartushyne,Fartushino,Фартушино
Філонове,Сумська область,Філонове,Филоново,Sumy Oblast,Sumy Region,Filonove,Filonovo,Филоново
Гай,Сумська область,Гай,Роща,Sumy Oblast,Sumy Region,Hai,Roshcha,Гай
Гаврики,Сумська область,Гаврик,Гаврик,Sumy Oblast,Sumy Region,Havryky,Gavrik,Гаврик
Голубці,Сумська область,Голубці,Голубцы,Sumy Oblast,Sumy Region,Holubtsi,Golubtsy,Голубцы
Горькове,Сумська область,Горькове,Горькове,Sumy Oblast,Sumy Region,Horkove,Gorkove,Горькове
Городище,Сумська область,Городище,Городище,Sumy Oblast,Sumy Region,Horodyshche,Gorodishche,Городище
Гострий Шпиль,Сумська область,Гострий Шпиль,Острый Шпиль,Sumy Oblast,Sumy Region,Hostryi Shpyl,Ostryy Shpil,Острый Шпиль
Гринівка,Сумська область,Гринівка,Гринівка,Sumy Oblast,Sumy Region,Hrynivka,Grinіvka,Гриневка
Холодне,Сумська область,Холодне,Холодное,Sumy Oblast,Sumy Region,Kholodne,Kholodnoe,Холодное
Холодний Яр,Сумська область,Холодний Яр,Холодный Яр,Sumy Oblast,Sumy Region,Kholodnyi Iar,Kholodnyy Yar,Холодный Яр
Хоружівка,Сумська область,Хоружівка,Хоружевка,Sumy Oblast,Sumy Region,Khoruzhivka,Khoruzhevka,Хоружевка
Іваниця,Сумська область,Іваниця,Иваница,Sumy Oblast,Sumy Region,Ivanytsia,Ivanitsa,Иваница
Кірове,Сумська область,Кірове,Кирово,Sumy Oblast,Sumy Region,Kirove,Kirovo,Кирово
Ківшик,Сумська область,Ківшик,Ковшик,Sumy Oblast,Sumy Region,Kivshyk,Kovshik,Ковшик
Клин,Сумська область,Клин,Клин,Sumy Oblast,Sumy Region,Klyn,Klin,Клин
Комишанка,Сумська область,Комишанка,Комишанка,Sumy Oblast,Sumy Region,Komyshanka,Komishanka,Комишанка
Кореневе,Сумська область,Кореневе,Корневое,Sumy Oblast,Sumy Region,Koreneve,Kornevoe,Корневое
Коротище,Сумська область,Коротище,Коротище,Sumy Oblast,Sumy Region,Korotyshche,Korotishche,Коротище
Коровинці,Сумська область,Коровинці,Коровинцы,Sumy Oblast,Sumy Region,Korovyntsi,Korovintsy,Коровинцы
Косенки,Сумська область,Косенки,Косенки,Sumy Oblast,Sumy Region,Kosenky,Kosenki,Косенки
Костянтинів,Сумська область,Костянтинів,Константинов,Sumy Oblast,Sumy Region,Kostiantyniv,Konstantinov,Константинов
Козельне,Сумська область,Козельне,Козельне,Sumy Oblast,Sumy Region,Kozelne,Kozelne,Козельне
Кулішівка,Сумська область,Кулішівка,Кулешовка,Sumy Oblast,Sumy Region,Kulishivka,Kuleshovka,Кулешовка
Курмани,Сумська область,Курмани,Курмани,Sumy Oblast,Sumy Region,Kurmany,Kurmani,Курмани
Кушніри,Сумська область,Кушніри,Кушниры,Sumy Oblast,Sumy Region,Kushniry,Kushniry,Кушниры
Кинашове,Сумська область,Кинашове,Кинашово,Sumy Oblast,Sumy Region,Kynashove,Kinashovo,Кинашово
Лахнівщина,Сумська область,Лахнівщина,Лахновщина,Sumy Oblast,Sumy Region,Lakhnivshchyna,Lakhnovshchina,Лахновщина
Лаврове,Сумська область,Лаврове,Лавровое,Sumy Oblast,Sumy Region,Lavrove,Lavrovoe,Лавровое
Лікарівщина,Сумська область,Лікарівщина,Лікарівщина,Sumy Oblast,Sumy Region,Likarivshchyna,Lіkarіvshchina,Лекаревщина
Луки,Сумська область,Лука,Лука,Sumy Oblast,Sumy Region,Luky,Luka,Лука
Малі Будки,Сумська область,Малі Будки,Малые Будки,Sumy Oblast,Sumy Region,Mali Budky,Malye Budki,Малые Будки
Маршали,Сумська область,Маршали,Маршалы,Sumy Oblast,Sumy Region,Marshaly,Marshaly,Маршалы
Мазне,Сумська область,Мазанина,Мазня,Sumy Oblast,Sumy Region,Mazne,Maznya,Мазанина
Мелешківка,Сумська область,Мелешківка,Мелешковка,Sumy Oblast,Sumy Region,Meleshkivka,Meleshkovka,Мелешковка
Мірки,Сумська область,Мірки,Мерки,Sumy Oblast,Sumy Region,Mirky,Merki,Мерки
Мухувате,Сумська область,Мухувате,Муховатое,Sumy Oblast,Sumy Region,Mukhuvate,Mukhovatoe,Муховатое
Недригайлів,Сумська область,Недригайлів,Недригайлов,Sumy Oblast,Sumy Region,Nedryhailiv,Nedrigaylov,Недригайлов
Нелени,Сумська область,Нелени,Нелени,Sumy Oblast,Sumy Region,Neleny,Neleni,Нелени
Немудруі,Сумська область,Немудруі,Немудрые,Sumy Oblast,Sumy Region,Nemudrui,Nemudrye,Немудрые
Омелькове,Сумська область,Омелькове,Омелькове,Sumy Oblast,Sumy Region,Omelkove,Omelkove,Омельково
Овеча,Сумська область,Овеча,Ягненок,Sumy Oblast,Sumy Region,Ovecha,Yagnenok,Овеча
Озерне,Сумська область,Озерне,Озерное,Sumy Oblast,Sumy Region,Ozerne,Ozernoe,Озерное
Перекір,Сумська область,Перекір,Перекор,Sumy Oblast,Sumy Region,Perekir,Perekor,Перекор
Половье,Сумська область,Половье,Половье,Sumy Oblast,Sumy Region,Polove,Polove,Половье
Пушкарщина,Сумська область,Пушкарщина,Пушкарщина,Sumy Oblast,Sumy Region,Pushkarshchyna,Pushkarshchina,Пушкарщина
П'ятидуб,Сумська область,П'ятидуб,Пятидуб,Sumy Oblast,Sumy Region,Piatydub,Pyatidub,Пятидуб
Ракова Січ,Сумська область,Ракова Січ,Ракова Сечь,Sumy Oblast,Sumy Region,Rakova Sich,Rakova Sech,Ракова Сечь
Реви,Сумська область,Ревти,Реветь,Sumy Oblast,Sumy Region,Revy,Revet,Реветь
Рубанка,Сумська область,Рубанок,Рубанок,Sumy Oblast,Sumy Region,Rubanka,Rubanok,Рубанок
Саїве,Сумська область,Саїве,Саиве,Sumy Oblast,Sumy Region,Saive,Saive,Саиве
Сакуниха,Сумська область,Сакуниха,Сакуниха,Sumy Oblast,Sumy Region,Sakunykha,Sakunikha,Сакуниха
Шаповалове,Сумська область,Шаповалове,Шаповалове,Sumy Oblast,Sumy Region,Shapovalove,Shapovalove,Шаповалове
Шкроботи,Сумська область,Шкроботи,Шкроботи,Sumy Oblast,Sumy Region,Shkroboty,Shkroboti,Шкроботи
Шматове,Сумська область,Шматове,Шматове,Sumy Oblast,Sumy Region,Shmatove,Shmatove,Шматове
Сороколітове,Сумська область,Сороколітове,Сороколітове,Sumy Oblast,Sumy Region,Sorokolitove,Sorokolіtove,Сороколитовое
Спартак,Сумська область,Спартак,Спартак,Sumy Oblast,Sumy Region,Spartak,Spartak,Спартак
Терешки,Сумська область,Терешки,Терешки,Sumy Oblast,Sumy Region,Tereshky,Tereshki,Терешки
Терны,Сумська область,Терен,Поприще,Sumy Oblast,Sumy Region,Terny,Poprishche,рельеф
Томашівка,Сумська область,Томашівка,Томашевка,Sumy Oblast,Sumy Region,Tomashivka,Tomashevka,Томашевка
Тимченки,Сумська область,Тимченки,Тимченки,Sumy Oblast,Sumy Region,Tymchenky,Timchenki,Тимченки
Тимошенкове,Сумська область,Тимошенкове,Тимошенкове,Sumy Oblast,Sumy Region,Tymoshenkove,Timoshenkove,Тимошенкове
Тютюнникове,Сумська область,Тютюнникове,Тютюнникове,Sumy Oblast,Sumy Region,Tiutiunnykove,Tyutyunnikove,Тютюнникове
Вакулки,Сумська область,Вакулки,Вакулки,Sumy Oblast,Sumy Region,Vakulky,Vakulki,Вакулки
Велика Діброва,Сумська область,Велика Діброва,Большая Дубрава,Sumy Oblast,Sumy Region,Velyka Dibrova,Bolshaya Dubrava,Большая Диброва
Великі Будки,Сумська область,Великі Будки,Большие Будки,Sumy Oblast,Sumy Region,Velyki Budky,Bolshie Budki,Большие Будки
Весногірське,Сумська область,Весногірське,Весногірське,Sumy Oblast,Sumy Region,Vesnohirske,Vesnogіrske,Весногорское
Віхове,Сумська область,Віхове,Вехово,Sumy Oblast,Sumy Region,Vikhove,Vekhovo,Вихово
Вільшана,Сумська область,Вільшана,Ольшана,Sumy Oblast,Sumy Region,Vilshana,Olshana,Ольшана
Володимирівка,Сумська область,Володимирівка,Владимировка,Sumy Oblast,Sumy Region,Volodymyrivka,Vladimirovka,Владимировка
Якименки,Сумська область,Якименки,Якименки,Sumy Oblast,Sumy Region,Yakymenky,Yakimenki,Якименки
Юхти,Сумська область,Юхти,Юхты,Sumy Oblast,Sumy Region,Yukhty,Yukhty,Юхты
Закроівщина,Сумська область,Закроівщина,Закроівщина,Sumy Oblast,Sumy Region,Zakroivshchyna,Zakroіvshchina,Закроевщина
Засулля,Сумська область,Засулля,Засулье,Sumy Oblast,Sumy Region,Zasullia,Zasule,Засулье
Зеленківка,Сумська область,Зеленківка,Зеленківка,Sumy Oblast,Sumy Region,Zelenkivka,Zelenkіvka,Зеленковка
Аврамківщина,Сумська область,Аврамківщина,Аврамківщина,Sumy Oblast,Sumy Region,Avramkivshchyna,Avramkіvshchina,Аврамковщина
Бакирівка,Сумська область,Бакирівка,Бакирівка,Sumy Oblast,Sumy Region,Bakyrivka,Bakirіvka,Бакировка
Бандури,Сумська область,Бандурі,Бандури,Sumy Oblast,Sumy Region,Bandury,Banduri,Бандури
Бідани,Сумська область,Бідани,Бідани,Sumy Oblast,Sumy Region,Bidany,Bіdani,Биданы
Борзівщина,Сумська область,Борзівщина,Борзівщина,Sumy Oblast,Sumy Region,Borzivshchyna,Borzіvshchina,Борзовщина
Будне,Сумська область,Будній,Будний,Sumy Oblast,Sumy Region,Budne,Budniy,Будный
Бугрувате,Сумська область,Бугрувате,Бугрувате,Sumy Oblast,Sumy Region,Buhruvate,Bugruvate,Бугрувате
Буймерівка,Сумська область,Буймерівка,Буймеровка,Sumy Oblast,Sumy Region,Buimerivka,Buymerovka,Буймеровка
Буро-Рубанівка,Сумська область,Буро-Рубанівка,Буро-Рубановка,Sumy Oblast,Sumy Region,Buro-Rubanivka,Buro-Rubanovka,Буро-Рубановка
Бурячиха,Сумська область,Бурячиха,Бурячиха,Sumy Oblast,Sumy Region,Buriachykha,Buryachikha,Бурячиха
Чупахівка,Сумська область,Чупахівка,Чупаховка,Sumy Oblast,Sumy Region,Chupakhivka,Chupakhovka,Чупаховка
Доброславівка,Сумська область,Доброславівка,Доброславовка,Sumy Oblast,Sumy Region,Dobroslavivka,Dobroslavovka,Доброславовка
Духовниче,Сумська область,Духовниче,Духовное,Sumy Oblast,Sumy Region,Dukhovnyche,Dukhovnoe,Духовное
Гай-Мошенка,Сумська область,Гай-Мошенка,Гай-Мошенка,Sumy Oblast,Sumy Region,Hai-Moshenka,Gay-Moshenka,Гай-Мошенка
Горяйстівка,Сумська область,Горяйстівка,Горяйстовка,Sumy Oblast,Sumy Region,Horiaistivka,Goryaystovka,Горяйстовка
Грінченкове,Сумська область,Грінченкове,Грінченкове,Sumy Oblast,Sumy Region,Hrinchenkove,Grіnchenkove,Гринченково
Грунька,Сумська область,Грунька,Грунька,Sumy Oblast,Sumy Region,Hrunka,Grunka,Грунька
Гусарщина,Сумська область,Гусарщина,Гусарщина,Sumy Oblast,Sumy Region,Husarshchyna,Gusarshchina,Гусарщина
Хухра,Сумська область,Хухра,Хухра,Sumy Oblast,Sumy Region,Khukhra,Khukhra,Хухра
Іллічівка,Сумська область,Іллічівка,Ильичевка,Sumy Oblast,Sumy Region,Illichivka,Ilichevka,Ильичевка
Івахи,Сумська область,Івахи,Ивахи,Sumy Oblast,Sumy Region,Ivakhy,Ivakhi,Ивахи
Качанівка,Сумська область,Качанівка,Качановка,Sumy Oblast,Sumy Region,Kachanivka,Kachanovka,Качановка
Кардашівка,Сумська область,Кардашівка,Кардашівка,Sumy Oblast,Sumy Region,Kardashivka,Kardashіvka,Кардашевка
Карпилівка,Сумська область,Карпилівка,Карпиловка,Sumy Oblast,Sumy Region,Karpylivka,Karpilovka,Карпиловка
Климентове,Сумська область,Климентове,Климентово,Sumy Oblast,Sumy Region,Klymentove,Klimentovo,Климентово
Комиші,Сумська область,Комиші,Камыши,Sumy Oblast,Sumy Region,Komyshi,Kamyshi,Камыши
Коновалик,Сумська область,Коновалик,Коновалик,Sumy Oblast,Sumy Region,Konovalyk,Konovalik,Коновалик
Кударі,Сумська область,Кударі,Кудари,Sumy Oblast,Sumy Region,Kudari,Kudari,Кудари
Кудряве,Сумська область,Кудряве,Кудрявое,Sumy Oblast,Sumy Region,Kudriave,Kudryavoe,Кудрявое
Куземин,Сумська область,Куземін,Куземин,Sumy Oblast,Sumy Region,Kuzemyn,Kuzemin,Куземин
Лантратівка,Сумська область,Лантратівка,Лантратівка,Sumy Oblast,Sumy Region,Lantrativka,Lantratіvka,Лантратовка
Лутище,Сумська область,Лутище,Лутище,Sumy Oblast,Sumy Region,Lutyshche,Lutishche,Лутище
Лимареве,Сумська область,Лимареве,Лимареве,Sumy Oblast,Sumy Region,Lymareve,Limareve,Лимареве
Лисе,Сумська область,Лисиця,Лиса,Sumy Oblast,Sumy Region,Lyse,Lisa,Лисица
Литовка,Сумська область,Литовка,Литовка,Sumy Oblast,Sumy Region,Lytovka,Litovka,Литовка
Мала Павлівка,Сумська область,Мала Павлівка,Малая Павловка,Sumy Oblast,Sumy Region,Mala Pavlivka,Malaya Pavlovka,Малая Павловка
Манчичі,Сумська область,Манчичі,Манчичи,Sumy Oblast,Sumy Region,Manchychi,Manchichi,Манчичи
Молодецьке,Сумська область,Молодецьке,Молодецкое,Sumy Oblast,Sumy Region,Molodetske,Molodetskoe,Молодецкое
Мошенка,Сумська область,Мошенка,Мошенка,Sumy Oblast,Sumy Region,Moshenka,Moshenka,Мошенка
Михайленкове,Сумська область,Михайленкове,Михайленкове,Sumy Oblast,Sumy Region,Mykhailenkove,Mikhaylenkove,Михайленкове
Неплатине,Сумська область,Неплатине,Неплатино,Sumy Oblast,Sumy Region,Neplatyne,Neplatino,Неплатино
